scorer,,,Ben,Ben,Ben,Ben,Ben,Ben,Ben,Ben
labeled-data,CVR_M32_13juin,img06082.png,913.7516246050146,428.51978445625593,946.1193204076848,429.01967165011956,930.2479020025145,412.14847885722196,930.1229302040485,445.0160618537558
labeled-data,CVR_M32_13juin,img06539.png,913.0067157423905,425.92093686467405,945.8519914764744,426.731931327244,929.4293536094325,411.3230365384145,929.0238563781475,444.06693796467715
labeled-data,CVR_M32_13juin,img07150.png,912.5019066203555,427.5200100685287,945.2445178184234,428.6447562547218,928.9981840178554,411.89853526029015,928.9981840178554,443.14148487676715
labeled-data,CVR_M32_13juin,img07307.png,913.3108386658542,426.83330563506524,945.8519914764744,427.2388028663502,929.632102225075,410.30929346020207,929.3279793016112,444.1683122724984
labeled-data,CVR_M32_13juin,img07403.png,910.6273296433669,426.77017927773323,945.9943486092188,427.27006647159686,,,928.1233814285941,445.1410336522217
labeled-data,CVR_M32_13juin,img07772.png,911.6271040310942,427.39503827006274,945.6194332138211,427.7699536654605,927.7484660331963,409.89898648483563,928.24835322706,445.89086444301716
labeled-data,CVR_M32_13juin,img08874.png,909.5599892764683,427.542925789814,945.7506171686531,427.8470487132777,928.6183591468625,408.4845559194196,927.9087389921137,447.310915814957
labeled-data,CVR_M32_13juin,img08933.png,910.502357844901,426.14532028540367,946.6192076015484,426.77017927773323,927.8734378316623,407.6494941124493,928.3733250255259,446.8906388307444
labeled-data,CVR_M32_13juin,img09086.png,911.3771604341623,427.02012287466505,943.9947998337643,427.7699536654605,927.9984096301281,411.0237326710288,927.7484660331963,445.2660054506876
labeled-data,CVR_M32_13juin,img09409.png,910.7523014418329,429.39458704551726,948.1188691831393,429.39458704551726,928.123381428594,410.02395828330157,928.123381428594,448.76521580773306
labeled-data,CVR_M32_13juin,img09799.png,,,945.3694896168894,429.769502440915,928.7482404209236,411.52361986489245,928.4982968239917,445.1410336522217
labeled-data,CVR_M32_13juin,img10080.png,,,946.2442922061507,428.0198972623923,929.498071211719,411.1487044694947,928.8732122193895,444.6411464583581
labeled-data,CVR_M32_13juin,img11168.png,,,947.119094795412,425.3954894946082,932.8723097702986,409.77401468636975,932.6223661733667,439.1423873258581
labeled-data,CVR_M32_13juin,img11302.png,,,947.2712317859718,429.46903763841766,931.7609626893211,411.525785154057,931.0513425345724,445.2834296585321
labeled-data,CVR_M32_13juin,img11417.png,909.7525270541056,430.8942486271082,948.1188691831394,431.01922042557413,928.9981840178554,410.773789074097,928.3733250255259,451.0147081801194
labeled-data,CVR_M32_13juin,img11949.png,912.3769348218897,427.89492546392637,944.7446306245597,428.39481265779,928.7482404209236,413.1482532449492,929.1231558163213,444.51617465989216
labeled-data,CVR_M32_13juin,img12022.png,911.5874754328931,427.6443000976352,943.7231310122282,428.4552945602052,928.821107762505,412.8436511557332,927.7059903764713,444.8779324272471
labeled-data,CVR_M32_13juin,img12370.png,912.5019066203555,428.14486906085824,943.4949126399007,428.39481265779,,,928.123381428594,443.2664566752331
labeled-data,CVR_M32_13juin,img12761.png,905.6063912714395,427.542925789814,945.0409970139044,427.8470487132777,925.0702583731189,407.3694385333859,923.9551409870852,448.02053596970575
labeled-data,CVR_M32_13juin,img12816.png,909.2558663530044,430.28003210098757,951.1234554831792,430.5841550244513,930.5444709954662,409.90379622891703,930.3417223798238,451.46726243562813
labeled-data,CVR_M32_13juin,img13104.png,908.3778372709805,426.0203484869378,947.244066593878,426.2702920838696,927.4985224362645,407.1496069185857,927.6234942347304,444.8910900552899
labeled-data,CVR_M32_13juin,img13186.png,904.6286833170033,426.0203484869378,945.9943486092188,426.3952638823354,925.2490300638781,405.0250863446652,926.1238326531395,446.5157234353467
labeled-data,CVR_M32_13juin,img13392.png,908.4448718904345,426.73193132724396,944.1286282435133,426.4278084037802,927.0977445295438,408.6873045350621,926.1853757591526,445.9930498132808
labeled-data,CVR_M32_13juin,img13485.png,908.3434975826132,426.326434095959,944.6354997826195,427.13742855852894,927.0977445295438,408.4845559194196,926.3881243747951,444.47243519596213
labeled-data,CVR_M32_13juin,img13543.png,909.3776116587078,426.3952638823355,943.8698280352984,426.3952638823355,927.4985224362645,409.27412749250607,926.9986352424008,443.8913156675626
labeled-data,CVR_M32_13juin,img13828.png,906.1283448985943,423.02102532375596,946.7441794000143,424.27074330841504,925.7489172577417,404.5251991508016,926.4987480485372,444.01628746602853
labeled-data,CVR_M32_13juin,img14062.png,908.0029218755828,426.14532028540367,951.243164144787,426.8951510761991,928.8732122193894,405.8998889339266,929.8729866071167,449.01515940466487
labeled-data,CVR_M32_13juin,img14376.png,,,946.9941229969461,426.5202356808014,929.7480148086509,410.5238454771652,929.1231558163213,443.89131566756265
labeled-data,CVR_M32_13juin,img15215.png,913.7163358971393,427.9484230210989,947.3726060937931,428.86079179149016,930.7472196111087,410.61341638366576,930.6458453032874,444.0669379646771
labeled-data,CVR_M32_13juin,img15296.png,,,947.3690383923439,426.2702920838696,931.6225917856394,410.1489300817675,931.1227045917758,441.89176689210814
labeled-data,CVR_M32_13juin,img15565.png,,,944.8696024230258,426.2702920838696,931.1227045917758,412.7733378495515,,
labeled-data,CVR_M32_13juin,img15615.png,,,945.5478685530106,428.7594174836689,929.8348508407174,411.7285337696995,930.1389737641812,442.0394518082522
labeled-data,CVR_M32_13juin,img16480.png,910.6273296433669,424.14577150994916,948.4937845785371,425.3954894946082,929.498071211719,407.5245223139834,928.3733250255258,443.7663438690968
labeled-data,CVR_M32_13juin,img16769.png,910.377386046435,426.2702920838696,948.3688127800712,427.27006647159686,928.6232686224577,406.64971972472205,928.9981840178554,446.51572343534673
labeled-data,CVR_M32_13juin,img17286.png,913.7516246050146,425.27051769614235,943.9947998337643,426.39526388233554,928.9981840178554,410.77378907409707,928.9981840178554,443.0165130783013
labeled-data,CVR_M32_13juin,img17288.png,913.1267656126851,425.2705176961423,944.1197716322303,425.8953766884718,929.1231558163213,410.5238454771651,928.8732122193894,441.6418232951762
labeled-data,CVR_M32_13juin,img17836.png,,,946.4942358030825,429.2696152470513,930.4978455994462,412.64836605108553,930.8727609948439,443.6413720706307
labeled-data,CVR_M32_13juin,img17869.png,,,946.2442922061507,428.26984085932406,930.7477891963781,412.77333784955147,930.7477891963781,443.3914284736989
labeled-data,CVR_M32_13juin,img17887.png,,,945.7444050122872,428.64475625472187,929.9979584055827,412.3984224541539,930.2479020025146,444.64114645835815
labeled-data,CVR_M32_13juin,img18258.png,907.1281192863216,426.1453202854037,946.3692640046168,426.5202356808015,926.4987480485373,406.8996633216539,927.3735506377988,445.6409208460854
labeled-data,CVR_M32_13juin,img19672.png,912.1269912249579,423.14599712222196,943.7448562368327,424.1457715099492,928.24835322706,409.2741274925062,928.8732122193896,440.39210531051725
labeled-data,CVR_M32_13juin,img19688.png,912.7518502172875,424.0207997114833,943.7448562368327,424.89560230074466,927.8734378316624,409.6490428879039,928.8732122193896,439.8922181166536
labeled-data,CVR_M32_13juin,img19953.png,907.6338774278645,423.9948250160703,946.7643602468656,425.21131670992526,927.9087389921137,405.95019822388844,927.4018674530075,445.7903011976383
labeled-data,CVR_M33_13juin,img00309.png,793.7348247510107,459.8978864395241,,,807.8529167923946,445.9090655562869,793.9110920082873,431.98458635690633
labeled-data,CVR_M33_13juin,img00401.png,792.7412021737515,457.11574322319865,,,806.3213139735493,445.8358599498004,792.8662402275949,433.6937090912047
labeled-data,CVR_M33_13juin,img00559.png,791.2838890604382,454.5323245223251,,,803.182549617111,445.568736143552,791.5259887052312,434.44304152880966
labeled-data,CVR_M33_13juin,img00829.png,792.1335595707476,452.51805655855793,,,802.2227011505842,443.0993782306088,792.2309097783781,432.9729356500107
labeled-data,CVR_M33_13juin,img01119.png,791.5488550810406,452.08138883175263,,,801.6403933275449,442.50346057685726,791.4894519902775,432.1884532625174
labeled-data,CVR_M33_13juin,img01400.png,790.6877155140827,461.95137309919295,775.4521693294432,444.7948232651859,808.0429898635416,444.72858176003535,791.3501305655888,428.1019639672331
labeled-data,CVR_M33_13juin,img01406.png,791.0847719029395,461.99930810562296,773.7873283060593,445.63765633342314,808.5340644797124,446.10782955401544,791.4300424098834,428.24619450922904
labeled-data,CVR_M33_13juin,img01677.png,792.0125456170948,461.4876825631388,,,807.3897404261351,447.23858954099956,792.8166092930018,433.09321092648395
labeled-data,CVR_M33_13juin,img01857.png,792.5424776582996,458.10936580045785,,,804.6646731008607,445.7222043372944,792.2775116376972,433.86497491533584
labeled-data,CVR_M33_13juin,img02050.png,788.8329533698657,454.9297735532287,,,799.7628017197158,443.8674421930774,788.7004703595644,431.74524675051646
labeled-data,CVR_M33_13juin,img02850.png,793.2048927098057,457.8443997798554,,,803.936016544204,447.04703444030656,793.4036172252576,436.5146351213601
labeled-data,CVR_M33_13juin,img03553.png,789.3628854110705,451.2864907699454,778.7642445869735,440.6878499458483,799.6641402947516,441.7463123627345,789.0128622349372,432.76017623554543
labeled-data,CVR_M33_13juin,img03785.png,791.1258741023755,450.91678926637184,782.4739126644631,441.75585358388605,799.6257659519146,442.62948892290393,790.7288217409888,433.8029533760138
labeled-data,CVR_M33_13juin,img04074.png,790.826956315709,451.1483131574449,782.0408132004185,441.76016500878757,799.5464652296705,442.1095917366193,791.2941388312554,433.815700687505
labeled-data,CVR_M33_13juin,img04193.png,791.0555943257831,449.93801649127397,783.7833062279211,440.5423848666367,798.4822726087212,440.6240457909745,791.214450342659,433.02957982756107
labeled-data,CVR_M33_13juin,img04348.png,,,783.5107098384984,440.2034627760327,798.3969243585298,440.7967290168029,791.1975074431681,433.67228819039553
labeled-data,CVR_M33_13juin,img04429.png,789.8262146289167,449.36176469511685,783.8649671522589,440.6240457909745,798.1556289113702,440.78736763965003,791.1327894183212,432.70293613021
labeled-data,CVR_M33_13juin,img05073.png,791.6227549643478,458.4261272966103,,,804.4435200853791,445.85034494859235,791.3777721913345,432.8662579788855
labeled-data,CVR_M33_13juin,img05150.png,791.4594331156723,455.8129777178013,,,803.4635889933259,444.135465537499,791.8677377373613,433.1112407518989
labeled-data,CVR_M33_13juin,img05158.png,790.9694675696456,455.4863340204502,,,802.8116257186957,445.13372024088574,790.6265178717792,433.35774642357546
labeled-data,CVR_M33_13juin,img05417.png,792.0310595860367,455.3230121717747,,,802.1570142039214,445.0337357052146,791.7860768130234,434.17283276829005
labeled-data,CVR_M33_13juin,img05453.png,791.949398661699,455.4046730961125,,,802.5071001804197,444.92574884036844,791.9510029291744,433.1544437400873
labeled-data,CVR_M33_13juin,img06517.png,791.792961440038,452.1953486141971,783.1727955594873,440.93691435709195,801.7427572864378,441.5856466444964,792.1984191196657,431.5980984891078
labeled-data,CVR_M33_13juin,img06548.png,791.3233690264602,451.8567045526101,782.1231011862621,440.97323443266697,800.9370376711809,441.81121408518777,791.3167211303909,432.12969053898144
labeled-data,CVR_M33_13juin,img06703.png,793.7391583022511,461.76414985341177,,,806.7138040503388,448.2218633538452,793.6580667663255,435.32830914168306
labeled-data,CVR_M33_13juin,img06712.png,794.7933482692833,462.9805228922948,,,807.5247194095944,448.8705956412495,794.3878905896556,433.94975303094867
labeled-data,CVR_M33_13juin,img07402.png,791.9551445118891,452.5197147578992,,,800.0277506341398,444.28761953388226,791.9996885775105,434.42214698408975
labeled-data,CVR_M33_13juin,img08227.png,790.8958872112657,450.25894643166214,,,799.0525609819517,442.6285096784396,790.566989075351,434.20871739902185
labeled-data,CVR_M33_13juin,img08286.png,791.2905649743635,450.65362419475986,784.0548059842388,441.9707134066102,799.2498998635007,442.3653911697079,791.3563446015464,434.53761553493655
labeled-data,CVR_M33_13juin,img08579.png,795.2010817803954,463.8047083966426,779.3162726806124,448.66798959265714,811.198296464651,448.5709333069095,795.2184749041351,431.5261557115296
labeled-data,CVR_M33_13juin,img09269.png,790.8301075840828,458.8102979654459,,,804.9727274284176,444.7992373754771,791.0932260928146,431.2486341757889
labeled-data,CVR_M33_13juin,img09675.png,788.5295723652678,458.23201569487065,,,800.1436810509745,445.2319069933803,788.6878446622693,432.8168221215169
labeled-data,CVR_M33_13juin,img10033.png,791.3563446015464,458.8760775926289,776.4243692310162,442.1022726609761,808.327488414748,442.6285096784396,791.0274464656317,426.4467213914334
labeled-data,CVR_M33_13juin,img10444.png,792.0799205005588,455.91599436939595,,,802.2757627139165,446.0490502919532,792.2772593821078,435.1954118067661
labeled-data,CVR_M33_13juin,img10615.png,792.2114797549249,455.25819809756655,,,802.3415423410994,444.66767812111124,792.4745982636566,433.1562433640946
labeled-data,CVR_M33_13juin,img10628.png,792.3430390092907,455.4555369791154,,,801.8810849508187,445.52281327448964,792.4745982636566,434.60339516211957
labeled-data,CVR_M33_13juin,img10744.png,792.0167373726667,453.77426173701366,,,801.0943087947362,445.16857258868185,792.097216656947,434.8719004754342
labeled-data,CVR_M33_13juin,img12050.png,793.0968935611459,455.76514777318926,,,805.2929517923712,444.16889568448306,792.7969904898862,431.3730313107384
labeled-data,CVR_M33_13juin,img12088.png,792.5970551090464,455.6651800827693,,,806.0926933157303,444.2688633749029,792.996925870726,431.47299900115826
labeled-data,CVR_M33_13juin,img12334.png,792.1971843473669,453.9657293456313,,,802.7937595318745,443.9689603036433,792.3971197282069,432.572643595777
labeled-data,CVR_M33_13juin,img12410.png,791.9972489665273,453.0660201318525,,,802.293921079775,442.7693480186048,791.8972812761075,432.2727405245173
labeled-data,CVR_M33_13juin,img12614.png,791.8497639003023,451.4371557974232,783.8660444499385,441.2409919976176,801.287017393307,441.8321481717831,792.0560065497333,432.41868209175107
labeled-data,CVR_M33_13juin,img12668.png,791.7510576636006,449.90419773920246,785.4987899909053,441.0076139148552,799.7545999581083,441.6665565312363,792.0901700823521,433.3838350479831
labeled-data,CVR_M33_13juin,img13503.png,791.0975397527484,454.5655354881507,,,800.3644632291187,445.33956898635495,791.8736526692768,435.44303227418754
labeled-data,CVR_M33_13juin,img14099.png,789.9978951581297,455.0653739402501,,,799.894696509698,446.0682818024609,790.2977982293894,434.9718681658541
labeled-data,CVR_M33_13juin,img14669.png,791.2117226891454,450.73574799589665,784.1063184554725,441.7423087999841,799.3611927290722,442.5193175191417,791.0849769225395,433.2677879184956
labeled-data,CVR_M33_13juin,img15323.png,789.5980243964501,454.5655354881508,,,798.4951488438196,446.4681525641404,789.79795977729,436.97122197425176
labeled-data,CVR_M33_13juin,img15424.png,791.4930222206435,450.49431410480037,784.3179505379109,441.32204202636507,799.2600710553318,441.8734139948445,791.5399358330236,433.98991621343697
labeled-data,CVR_M33_13juin,img16454.png,790.697668991069,453.2659555126923,,,799.5947934384383,444.26886337490305,790.4977336102291,434.5719974041746
labeled-data,CVR_M33_13juin,img16641.png,791.9972489665272,457.26466312948753,,,801.7940826276756,447.46782946833923,791.7973135856876,438.47073733055
labeled-data,CVR_M33_13juin,img16927.png,791.6973458952677,454.6655031785706,,,799.3948580575985,446.76805563540006,791.6973458952677,437.7709634976108
labeled-data,CVR_M33_13juin,img17619.png,791.6973458952676,455.3652770115098,,,801.494179556416,446.5681202545603,791.3974428240082,435.77160968921316
labeled-data,CVR_M33_13juin,img17965.png,793.4967643228255,454.8654385594104,,,804.6931456498522,444.0689279940633,793.9966027749249,431.5729666915782
labeled-data,CVR_M33_13juin,img18040.png,793.3967966324055,457.36463081990735,,,805.459844147064,446.3636591365941,793.6966997036653,433.17244973829617
labeled-data,CVR_M33_13juin,img18366.png,791.5973782048477,450.5668278713555,785.5993167796548,442.7693480186048,799.0949549863387,443.16921878028427,792.097216656947,436.27144814131253
labeled-data,CVR_M33_13juin,img18497.png,791.4974105144278,453.1659878222723,,,800.0748156517622,444.58387704730865,791.7704642599051,435.84419589396936
labeled-data,CVR_M33_13juin,img18659.png,,,786.0991552317543,441.26983266230656,800.4945026522171,441.7696711144059,793.4967643228254,434.67196509459444
labeled-data,CVR_M33_13juin,img18689.png,,,786.6989613742735,438.57070502096974,800.1945995809574,439.07054347306916,793.3967966324055,432.07280514367756
labeled-data,CVR_M33_13juin,img18734.png,792.6660514764029,449.3512827497099,784.9936627174508,439.8613852468281,799.8762868883236,440.44722307025665,792.8729220893266,431.9849391097552
labeled-data,CVR_M33_13juin,img19187.png,794.2965058461845,458.5642431049459,,,808.2919825049677,444.0689279940632,793.9966027749247,428.8738390502413
labeled-data,CVR_M34_12juin,img00273.png,,,1050.288257161283,546.9933850195597,1029.792882212874,527.497784458878,,
labeled-data,CVR_M34_12juin,img00405.png,,,,,1032.0423745852604,525.8731510788213,,
labeled-data,CVR_M34_12juin,img00892.png,,,1047.7888211919649,542.4944002747869,1031.4175155929308,525.2482920864917,1031.7924309883285,557.6159878891618
labeled-data,CVR_M34_12juin,img00915.png,,,1045.7892724165101,542.244456677855,1030.6676848021355,526.8729254665484,,
labeled-data,CVR_M34_12juin,img01121.png,,,1039.6656542916805,542.244456677855,1030.2927694067375,531.496882009787,,
labeled-data,CVR_M34_12juin,img01275.png,,,1039.290738896283,544.7438926471732,1030.5427130036694,535.2460359637643,,
labeled-data,CVR_M34_12juin,img01445.png,,,1038.1659927100898,543.4941746625143,1030.4177412052036,535.1210641652984,,
labeled-data,CVR_M34_12juin,img02659.png,,,1042.4150338579307,545.6186952364347,1029.0430514220786,532.3716845990485,1029.5429386159421,558.2408468814915
labeled-data,CVR_M34_12juin,img03579.png,,,1043.9146954395217,545.9936106318324,1032.292318182192,535.6209513591621,1032.66723357759,557.491016090696
labeled-data,CVR_M34_12juin,img04088.png,,,1042.977406951027,546.6184696241618,1030.9801142983,534.2462615760369,1031.6049732906295,559.1156494707526
labeled-data,CVR_M34_12juin,img04702.png,1023.1988613507414,545.2405339072308,1046.2266737111406,545.9936106318323,1034.6042964538112,534.4962051729688,1034.3543528568794,557.6159878891617
labeled-data,CVR_M34_12juin,img04863.png,1022.8725948917247,545.480896178122,1040.717059191149,546.0565240587486,1032.3293386448759,535.4485245443443,1032.411571199251,555.6777329206502
labeled-data,CVR_M34_12juin,img05126.png,1021.7213391304715,545.3986636237468,1042.2794777242784,545.4808961781221,1031.5892456554989,534.7084315549672,1031.9181758729997,557.8157793344061
labeled-data,CVR_M34_12juin,img05220.png,1022.8725948917247,542.8494544381148,1041.04598940865,542.8494544381148,1031.671478209874,534.4617338918415,1032.4938037536263,553.9508492787704
labeled-data,CVR_M34_12juin,img05564.png,1015.8005952154551,542.0271288943625,1041.8683149524022,542.6027567749891,1028.7111062523659,529.7744782924536,1029.0400364698667,556.6645235731529
labeled-data,CVR_M34_12juin,img05991.png,1020.4056182604679,541.9448963399873,1041.5393847349012,542.6027567749891,1030.1090596767447,531.748059597459,1030.2735247854953,555.5955003662749
labeled-data,CVR_M34_12juin,img06062.png,,,1040.717059191149,543.7540125362423,1028.6288736979907,531.5013619343333,1028.46440858924,556.006663138151
labeled-data,CVR_M34_12juin,img06855.png,1021.3101763585954,543.1783846556156,1038.579012777393,543.3428497643661,1030.4379898942457,535.2018268812185,,
labeled-data,CVR_M34_12juin,img07249.png,1021.3924089129706,544.6585706343697,1039.1546406580196,544.8230357431202,1030.4379898942457,535.2840594355938,,
labeled-data,CVR_M34_12juin,img07401.png,,,1040.1414313105224,545.3986636237468,1029.7801294592439,536.106384979346,,
labeled-data,CVR_M34_12juin,img07530.png,,,1042.855105604905,547.5367100375026,1032.411571199251,535.6952222074699,1032.5760363080014,558.8025699869088
labeled-data,CVR_M34_12juin,img07785.png,1022.5436646742238,544.1651753081183,1039.5658034298958,544.4941055256193,1030.8491526661217,535.2840594355938,,
labeled-data,CVR_M34_12juin,img07905.png,,,1037.838919788016,544.8230357431203,1029.2045015786173,537.0109430774735,,
labeled-data,CVR_M34_12juin,img08045.png,1022.1325019023476,544.7408031887448,1039.8125010930214,545.2341985149963,1030.5202224486209,535.4485245443442,,
labeled-data,CVR_M34_12juin,img08271.png,,,1042.4439428330288,545.2341985149963,1031.0958503292475,534.0505711199653,1031.5070131011234,556.3355933556519
labeled-data,CVR_M34_12juin,img08274.png,,,1042.2794777242784,545.3986636237468,1031.0136177748723,534.297268783091,1031.0958503292475,556.5000584644024
labeled-data,CVR_M34_12juin,img08653.png,1021.556874021721,542.7672218837395,1039.8947336473968,543.0139195468652,1030.1912922311199,533.9683385655901,,
labeled-data,CVR_M34_12juin,img08989.png,,,1051.4072912599286,546.7966170481255,1038.4145476686426,531.9947572605847,1038.8257104405188,562.0096396075426
labeled-data,CVR_M34_12juin,img09065.png,1019.3365950535899,542.0271288943624,1043.6774311486572,542.4382916662386,1031.342547992373,529.4455480749526,1031.5892456554989,555.5132678118997
labeled-data,CVR_M34_12juin,img09079.png,1018.1853392923367,541.5337335681111,1044.4997566924094,542.273826557488,1031.0958503292475,528.5409899768251,1031.2603154379979,556.9112212362785
labeled-data,CVR_M34_12juin,img09463.png,,,1046.5555705517902,545.6453612868725,1034.960780384883,533.2282455762132,1035.289710602384,558.8025699869089
labeled-data,CVR_M34_12juin,img09783.png,,,1045.6510124536626,546.220989167499,1033.8917571780053,533.3927106849636,1033.6450595148794,558.7203374325336
labeled-data,CVR_M34_12juin,img10199.png,,,1039.4013383211454,545.3986636237469,1029.9445945679943,535.2018268812186,1030.1912922311199,555.4310352575245
labeled-data,CVR_M34_12juin,img10567.png,,,1046.144407779914,546.6321519393753,1033.7272920692546,533.886106011215,1034.0562222867557,559.7071280850365
labeled-data,CVR_M34_12juin,img10639.png,,,1044.746454355535,544.0829427537432,1031.7537107642493,530.4323387274554,1032.000408427375,556.5000584644025
labeled-data,CVR_M34_12juin,img11425.png,1021.9680367935972,541.8626637856121,1041.3749196261508,541.9448963399873,1032.0004084273749,531.9125247062094,,
labeled-data,CVR_M34_12juin,img12051.png,,,1042.526175387404,544.8230357431202,1031.3425479923733,532.1592223693352,1031.3425479923733,556.335593355652
labeled-data,CVR_M34_12juin,img12292.png,1015.8828277698306,542.6849893293643,1041.04598940865,543.2606172099909,1028.793338806741,530.6790363905811,1028.9578039154917,556.7467561275282
labeled-data,CVR_M34_12juin,img14537.png,,,1045.3220822361618,546.3854542762496,1034.3029199498815,535.6129896530947,1034.3851525042567,558.3914072150327
labeled-data,CVR_M34_12juin,img14541.png,,,1045.1576171274114,546.3854542762496,1034.7140827217574,534.626199000592,1034.7963152761326,557.8157793344061
labeled-data,CVR_M34_12juin,img15190.png,1019.8299903798413,544.8230357431202,1038.6612453317684,545.151965960621,1029.122269024242,535.7774547618452,,
labeled-data,CVR_M34_12juin,img16097.png,1022.5436646742239,539.31345459998,1042.3617102786536,539.7246173718561,1032.000408427375,529.8567108468288,1031.4247805467485,551.2371749843879
labeled-data,CVR_M34_12juin,img16457.png,,,1042.1972451699032,543.4250823187414,1029.862362013619,530.6790363905811,1029.862362013619,556.9112212362786
labeled-data,CVR_M34_12juin,img16476.png,,,1042.2794777242784,544.740803188745,1029.6978969048687,530.7612689449563,1030.1912922311199,557.6513142256557
labeled-data,CVR_M34_12juin,img17824.png,1022.9548274461,541.2870359049855,1042.2794777242784,541.5337335681112,1032.08264098175,531.748059597459,,
labeled-data,CVR_M34_12juin,img18212.png,,,1041.9505475067774,545.3986636237468,1030.7669201117467,535.4485245443443,1031.3425479923733,555.1843375943988
labeled-data,CVR_M34_12juin,img18888.png,,,1041.8683149524024,543.5895474274918,1032.3293386448759,533.7216409024644,,
labeled-data,CVR_M34_12juin,img19025.png,1023.5304553267266,542.2738265574881,1039.8125010930216,542.8494544381147,1032.8227339711273,534.3795013374663,,
labeled-data,CVR_M34_12juin,img19105.png,1023.5304553267266,541.6159661224863,1040.305896419273,541.6159661224863,1032.0826409817503,533.7216409024644,1032.0826409817503,550.9082447668869
labeled-data,CVR_M34_12juin,img19275.png,,,1041.786082398027,540.7114080243588,1034.1384548411309,533.2282455762131,,
labeled-data,CVR_M34_12juin,img19519.png,,,1039.236873212395,542.8494544381147,1031.2603154379979,534.8728966637177,,
labeled-data,CVR_M34_12juin,img19575.png,1022.5436646742239,542.6027567749891,1039.8125010930216,542.6849893293643,1031.5892456554989,534.626199000592,,
labeled-data,CVR_M34_12juin,img19673.png,1026.4085947298595,536.7642454143479,1040.9637568542748,536.8464779687231,1034.3851525042567,530.1856410643297,,
labeled-data,CVR_M34_12juin,img20167.png,1010.4554791810655,540.3002452524827,1045.6510124536626,540.5469429156084,1028.5466411436153,524.1004320405629,1028.793338806741,559.8715931937868
labeled-data,CVR_M34_12juin,img20203.png,1009.9620838548142,542.1915940031129,1045.5687798992876,542.5205242206138,1027.1486877192367,525.580618019317,1026.6552923929853,561.3517791725409
labeled-data,CVR_M34_12juin,img20317.png,1019.8299903798414,549.0168960162567,1055.7656166418158,548.5235006900054,1037.5922221248904,528.0475946505738,1037.756687233641,568.4237788488103
