scorer,,,Ben,Ben,Ben,Ben,Ben,Ben,Ben,Ben
labeled-data,CVR_M32_13juin_analysed,img07403.png,22.34538912339435,38.00196147747266,56.638922178035216,38.42885193043499,,,38.282632700654844,56.358250954853034
labeled-data,CVR_M32_13juin_analysed,img07772.png,21.064717764507353,37.717367842164435,57.77729671926811,38.713445565743214,38.85181997127128,21.353233811941617,37.99803906534662,56.358250954853034
labeled-data,CVR_M32_13juin_analysed,img08013.png,15.515141875997003,33.73305694784932,55.07365718384,34.159947400811646,35.43669634757261,15.803657923431267,35.152102712264394,53.3700177841167
labeled-data,CVR_M32_13juin_analysed,img08337.png,23.910654117589583,37.290477389202096,56.4966253603811,38.42885193043499,40.13249133015829,23.203092441445065,39.990194512504175,54.6506891430037
labeled-data,CVR_M32_13juin_analysed,img08413.png,25.049028658822476,37.148180571548,54.931360366185885,37.57507102451032,39.990194512504175,23.48768607675329,38.994116788925396,53.654611419424924
labeled-data,CVR_M32_13juin_analysed,img08470.png,24.337544570551916,37.717367842164435,56.92351581334344,38.144258295126775,40.55938178312063,22.207014717866286,39.84789769485006,55.07757959596604
labeled-data,CVR_M32_13juin_analysed,img08933.png,20.353233676236794,36.1521028479692,57.634999901613995,36.43669648327743,39.27871042423362,19.64567200009228,38.85181997127128,56.358250954853034
labeled-data,CVR_M32_13juin_analysed,img09086.png,22.487685941048465,36.57899330093154,55.2159540014941,36.57899330093154,38.282632700654844,21.922421082558063,37.855742247692504,55.21987641362014
labeled-data,CVR_M32_13juin_analysed,img09164.png,20.21093685858268,38.144258295126775,58.34648398988456,38.28655511278089,39.27871042423362,18.79189109416761,38.994116788925396,57.78121913139415
labeled-data,CVR_M32_13juin_analysed,img09409.png,21.064717764507353,40.13641374228433,58.63107762519279,39.99411692463022,39.990194512504175,20.641749723671058,39.421007241887736,60.057968213859944
labeled-data,CVR_M32_13juin_analysed,img09519.png,23.056873211664914,38.71344556574322,57.350406266305775,39.28263283635967,40.417084965466515,22.63390517082862,40.13249133015829,57.92351594904827
labeled-data,CVR_M32_13juin_analysed,img09799.png,23.483763664627247,38.001961477472655,56.92351581334345,38.713445565743214,39.27871042423362,23.060795623790955,39.13641360657951,56.35825095485304
labeled-data,CVR_M32_13juin_analysed,img10080.png,23.91065411758958,37.57507102451032,57.350406266305775,37.14818057154799,39.84789769485007,22.064717900212177,40.13249133015829,55.50447004892837
labeled-data,CVR_M32_13juin_analysed,img10714.png,,,58.204187172230455,39.99411692463022,41.840053142007626,23.20309244144507,41.69775632435352,58.06581276670238
labeled-data,CVR_M32_13juin_analysed,img11168.png,29.60252682375404,34.01765058315754,57.350406266305775,34.58683785377398,42.83613086558641,20.926343358979285,43.12072450089463,50.23948779572625
labeled-data,CVR_M32_13juin_analysed,img11247.png,29.31793318844582,35.29832194204454,57.06581263099756,35.72521239500687,42.6938340479323,22.49160835317451,42.266943594969966,52.08934642522969
labeled-data,CVR_M32_13juin_analysed,img11417.png,18.787968682041573,39.851820106976106,59.484858531117446,40.847897830554885,38.994116788925396,21.353233811941617,39.27871042423362,62.192420478671615
labeled-data,CVR_M32_13juin_analysed,img11949.png,22.203092305740242,38.99803920105144,54.93136036618589,39.28263283635966,38.70952315361718,23.060795623790955,39.27871042423362,55.64676686658248
labeled-data,CVR_M32_13juin_analysed,img12370.png,23.768357299935474,39.28263283635966,54.07757946026121,39.42492965401377,38.56722633596306,25.33754470625674,39.27871042423362,54.50839232534959
labeled-data,CVR_M32_13juin_analysed,img13016.png,21.77620185277791,40.847897830554885,61.334717160620905,40.27871055993844,41.98234995966174,21.210936994287508,41.840053142007626,61.19634275509283
labeled-data,CVR_M32_13juin_analysed,img13104.png,18.64567186438746,35.01372830673632,57.777296719268115,35.156025124390425,38.282632700654844,17.51121973528061,37.99803906534662,55.21987641362015
labeled-data,CVR_M32_13juin_analysed,img13186.png,15.79973551130523,35.44061875969865,57.208109448651676,35.72521239500687,36.859664524113725,16.372845194047716,36.29047725349728,57.35432867843182
labeled-data,CVR_M32_13juin_analysed,img13368.png,17.64959414080868,37.14818057154799,56.49662536038111,37.43277420685621,37.42885179473017,18.934187911821724,37.7134454300384,57.21203186077771
labeled-data,CVR_M32_13juin_analysed,img13543.png,19.499452770312125,37.005883753893876,54.219876277915326,36.43669648327743,37.99803906534662,21.210936994287508,37.14425815942195,54.366095507695476
labeled-data,CVR_M32_13juin_analysed,img13803.png,16.368922781921675,32.59468240661642,57.49270308395989,31.74090150069176,37.7134454300384,14.80758019985249,37.286554977076065,53.22772096646259
labeled-data,CVR_M32_13juin_analysed,img13828.png,15.942032328959339,34.15994740081165,58.346483989884554,34.44454103611987,36.859664524113725,15.945954741085382,37.00196134176784,54.93528277831193
labeled-data,CVR_M32_13juin_analysed,img14062.png,17.64959414080868,36.57899330093154,63.042278972470235,38.00196147747266,39.84789769485007,16.230548376393607,40.13249133015829,59.91567139620583
labeled-data,CVR_M32_13juin_analysed,img14376.png,24.479841388206026,37.57507102451033,57.634999901614,37.717367842164435,40.2747881478124,21.63782744724984,39.84789769485007,54.792985960657816
labeled-data,CVR_M32_13juin_analysed,img15296.png,26.187403200055364,36.57899330093154,57.350406266305775,36.57899330093154,42.6938340479323,21.353233811941617,42.6938340479323,53.79690823707904
labeled-data,CVR_M32_13juin_analysed,img15565.png,,,56.354328542726996,37.432774206856216,42.40924041262407,23.487686076753292,42.266943594969966,50.38178461338036
labeled-data,CVR_M32_13juin_analysed,img16320.png,25.76051274709303,36.0098060303151,52.37001764841188,35.72521239500688,39.705600877195955,24.34146698267796,,
labeled-data,CVR_M32_13juin_analysed,img16480.png,20.06864004092857,36.86358693623977,58.63107762519278,36.72129011858566,39.27871042423362,19.076484729475833,39.99019451250418,55.21987641362015
labeled-data,CVR_M32_13juin_analysed,img16769.png,20.06864004092857,35.86750921266099,59.9117489840798,36.43669648327743,40.13249133015829,17.79581337058883,39.84789769485007,56.500547772507154
labeled-data,CVR_M32_13juin_analysed,img17286.png,24.62213820586014,36.15210284796921,55.92743808976467,36.294399665623324,39.421007241887736,21.210936994287508,39.56330405954184,53.939205054733144
labeled-data,CVR_M32_13juin_analysed,img17288.png,24.052950935243693,35.72521239500688,54.646766730877665,36.0098060303151,39.421007241887736,22.064717900212177,39.99019451250418,54.36609550769548
labeled-data,CVR_M32_13juin_analysed,img17719.png,21.349311399815576,39.42492965401377,61.334717160620905,39.140336018705554,41.128569053737074,20.49945290601695,40.701678600774734,59.77337457855172
labeled-data,CVR_M32_13juin_analysed,img17836.png,,,57.49270308395988,39.140336018705554,42.26694359496996,23.48768607675329,42.124646777315846,54.93528277831192
labeled-data,CVR_M32_13juin_analysed,img17869.png,,,57.35040626630578,39.56722647166789,41.55545950669941,23.914576529715625,42.124646777315846,53.939205054733144
labeled-data,CVR_M32_13juin_analysed,img17887.png,,,58.061890354576335,39.56722647166789,41.69775632435352,23.6299828944074,41.41316268904529,54.792985960657816
labeled-data,CVR_M32_13juin_analysed,img18258.png,17.934187776116897,35.867509212660984,60.05404580173389,36.43669648327743,37.99803906534662,17.511219735280605,38.56722633596307,55.789063684236595
labeled-data,CVR_M32_13juin_analysed,img19463.png,,,57.35040626630578,38.28655511278088,39.990194512504175,21.210936994287504,,
labeled-data,CVR_M32_13juin_analysed,img19672.png,21.776201852777906,34.586837853773986,56.78121899568933,35.15602512439043,39.27871042423362,20.49945290601695,38.994116788925396,51.80475278992147
labeled-data,CVR_M32_13juin_analysed,img19688.png,23.910654117589583,34.72913467142809,55.64284445445644,35.582915577352765,38.994116788925396,19.930265635400502,39.421007241887736,51.37786233695914
labeled-data,CVR_M32_13juin_analysed,img20116.png,16.368922781921672,35.44061875969865,62.47309170185379,35.72521239500688,39.70560087719595,15.092173835160711,40.55938178312063,59.06189049028116
labeled-data,CVR_M33_13juin_analysed,img00256.png,,,49.55043970517163,31.794917239306418,33.14782953512056,17.00237923318674,33.04720002487485,47.39249132739179
labeled-data,CVR_M33_13juin_analysed,img00265.png,,,47.73910852074881,32.59995332127212,33.65097708634912,15.794825110238193,33.449718065857695,48.60004545034033
labeled-data,CVR_M33_13juin_analysed,img00309.png,,,47.23596096952025,31.49302870856928,33.248459045366275,17.706785804906723,33.75160659659483,45.27927161223184
labeled-data,CVR_M33_13juin_analysed,img00401.png,,,45.02211174411458,31.794917239306418,32.644681983892,20.0212645405581,32.644681983892,43.56856993805473
labeled-data,CVR_M33_13juin_analysed,img00829.png,23.084878510549352,26.964700747512236,40.49378378305754,27.26658927824937,31.537757371189166,18.813710417609556,31.135239330206318,38.436464915523416
labeled-data,CVR_M33_13juin_analysed,img00883.png,22.98424900030364,26.562182706529384,39.78937721133756,26.964700747512236,30.83335079946918,19.216228458592404,31.235868840452028,37.027651772083445
labeled-data,CVR_M33_13juin_analysed,img01400.png,15.839553772858087,29.379808993409323,47.73910852074881,29.379808993409327,31.839645901926303,13.882864415569664,31.940275412172014,47.09060279665466
labeled-data,CVR_M33_13juin_analysed,img01857.png,,,44.720223213377444,32.59995332127212,32.24216394290915,19.92063503031239,32.14153443266344,43.76982895854615
labeled-data,CVR_M33_13juin_analysed,img02050.png,15.940183283103798,28.17225487046078,39.18560014986328,28.17225487046078,27.11005892037784,18.511821886872422,27.411947451114976,39.64401903847195
labeled-data,CVR_M33_13juin_analysed,img02571.png,18.657180059738025,27.367218788495084,39.38685917035471,27.76973682947793,28.921390104800658,18.713080907363846,29.122649125292078,39.74464854871767
labeled-data,CVR_M33_13juin_analysed,img02850.png,,,42.808262518708915,31.99617625979784,33.349088555611985,21.83259572498092,33.14782953512056,42.56227483559761
labeled-data,CVR_M33_13juin_analysed,img03553.png,20.166622713423706,27.06533025775795,39.58811819084613,27.87036633972364,29.323908145783506,18.813710417609556,29.122649125292078,37.128281282329155
labeled-data,CVR_M33_13juin_analysed,img03785.png,22.88361949005793,27.568477808986508,39.38685917035471,27.669107319232218,31.537757371189166,20.222523561049528,30.330203248240622,37.128281282329155
labeled-data,CVR_M33_13juin_analysed,img04071.png,22.650490193820367,26.720202868208215,40.16002497657426,26.6195733579625,31.405257585197315,18.770471558796963,31.70714611593445,34.56930466737375
labeled-data,CVR_M33_13juin_analysed,img04193.png,23.455526275786063,25.61327825550538,38.44932330239716,25.311389724768247,31.002739544214467,18.066064987076977,,
labeled-data,CVR_M33_13juin_analysed,img04429.png,24.059303337260335,26.116425806733943,37.24176917944861,26.217055316979653,31.606516605688743,19.877396171499793,,
labeled-data,CVR_M33_13juin_analysed,img05073.png,,,42.77639224296278,30.846012788282408,31.002739544214467,18.971730579288387,31.10336905446018,43.3240720587507
labeled-data,CVR_M33_13juin_analysed,img05150.png,,,41.870726650751365,29.638458665333864,32.21029366716301,18.971730579288387,32.00903464667159,41.81462940506502
labeled-data,CVR_M33_13juin_analysed,img05417.png,,,41.669467630259945,30.141606216562423,31.707146115934453,19.67613715100837,31.707146115934453,40.707704792362186
labeled-data,CVR_M33_13juin_analysed,img06517.png,,,41.669467630259945,28.229645521893893,32.411552687654435,18.468583028059825,31.707146115934453,39.097632628430794
labeled-data,CVR_M33_13juin_analysed,img06703.png,19.32971635571187,34.36804564688233,46.80157265279126,33.764268585408054,32.512182197900145,21.386838825185475,33.0153297491287,47.953029530053456
labeled-data,CVR_M33_13juin_analysed,img06712.png,,,47.002831673282685,33.864898095653764,33.11595925937442,21.5880978456769,33.01532974912871,48.05365904029917
labeled-data,CVR_M33_13juin_analysed,img07716.png,,,39.25435938436286,27.92775699115676,31.20399856470589,20.27991421248264,,
labeled-data,CVR_M33_13juin_analysed,img08227.png,24.461821378243183,26.418314337471077,38.04680526141431,26.217055316979653,30.801480523723043,20.58180274321978,,
labeled-data,CVR_M33_13juin_analysed,img08286.png,24.461821378243183,26.01579629648823,37.44302819994004,26.317684827225364,31.405257585197315,20.078655191991217,,
labeled-data,CVR_M33_13juin_analysed,img08388.png,24.461821378243183,25.61327825550538,37.64428722043146,25.713907765751095,31.304628074951605,19.67613715100837,,
labeled-data,CVR_M33_13juin_analysed,img09177.png,,,47.70723824500267,36.48126536204228,36.63799211797434,25.00950119403111,36.63799211797434,47.953029530053456
labeled-data,CVR_M33_13juin_analysed,img09269.png,18.32342125325475,29.235940624351016,44.38646440689417,29.940347196071,30.902110033968757,16.65725184363701,31.707146115934453,44.83351471243638
labeled-data,CVR_M33_13juin_analysed,img09942.png,19.732234396694718,36.68252438253371,47.60660873475695,36.28000634155085,33.41784779011155,21.789356866168323,33.31721827986584,52.28009847061907
labeled-data,CVR_M33_13juin_analysed,img10033.png,16.713349089323355,27.122720909191063,47.70723824500267,26.6195733579625,32.310923177408725,12.732700944054239,31.90840513642588,43.62596058948784
labeled-data,CVR_M33_13juin_analysed,img10131.png,18.323421253254747,26.51894384771679,42.67576273271707,26.51894384771679,31.002739544214467,15.147809189951328,31.304628074951605,39.39952115916793
labeled-data,CVR_M33_13juin_analysed,img10444.png,,,41.46820860976852,30.946642298528122,30.902110033968757,21.08495029444834,31.405257585197315,42.72029499727643
labeled-data,CVR_M33_13juin_analysed,img10615.png,,,40.86443154829425,30.141606216562426,31.707146115934453,20.380543722728355,31.505887095443033,39.70140968990507
labeled-data,CVR_M33_13juin_analysed,img10628.png,,,41.66946767824384,29.638458665333864,31.908405184409766,19.877396171499797,31.908405184409766,40.305186751379345
labeled-data,CVR_M33_13juin_analysed,img10744.png,25.468116528684195,27.122720909191067,39.254359432346746,27.122720909191067,31.707146163918345,20.179284702236934,,
labeled-data,CVR_M33_13juin_analysed,img11641.png,15.606424524604412,25.412019235013958,43.17891033192952,25.713907765751095,29.99644448974124,14.544032128477056,30.09707399998695,39.19826213867651
labeled-data,CVR_M33_13juin_analysed,img12050.png,,,44.788982495860914,28.53153405263103,32.310923225392614,16.65725184363701,32.2102937151469,42.51903597678501
labeled-data,CVR_M33_13juin_analysed,img12088.png,,,45.09087102659805,30.34286523705385,32.51218224588404,17.16039939486557,32.51218224588404,42.31777695629359
labeled-data,CVR_M33_13juin_analysed,img12334.png,,,43.17891033192952,28.73279307312246,32.41155273563833,19.273619110025525,32.61281175612975,39.19826213867651
labeled-data,CVR_M33_13juin_analysed,img12410.png,25.166227997947058,26.51894384771679,40.66317257578672,26.82083237845393,32.41155273563833,18.97173057928839,32.10966420490119,37.18567193376228
labeled-data,CVR_M33_13juin_analysed,img12444.png,,,42.273244739718116,28.632163562876748,31.707146163918342,19.0723600895341,32.2102937151469,38.292596546465106
labeled-data,CVR_M33_13juin_analysed,img12615.png,,,43.68205788315808,29.537829155088154,33.21658881760403,18.97173057928839,32.81407077662118,39.29889164892223
labeled-data,CVR_M33_13juin_analysed,img13738.png,,,42.0142395071709,31.844235081136944,31.146252400634,21.378766015582876,31.54877044161685,43.718517290130954
labeled-data,CVR_M33_13juin_analysed,img13864.png,,,44.228088732576566,33.05178920408548,31.045622890388284,19.466805320914347,30.542475339159726,46.53614357701089
labeled-data,CVR_M33_13juin_analysed,img14099.png,,,40.00164930225666,31.44171704015409,31.045622890388284,22.183802097548575,31.146252400634,40.49837296226817
labeled-data,CVR_M33_13juin_analysed,img15323.png,,,39.59913126127381,30.334792427451255,31.44814093137114,22.98883817951427,31.146252400634,38.38515324710822
labeled-data,CVR_M33_13juin_analysed,img16454.png,,,40.20290832274808,30.133533406959835,30.240586808422588,20.47310042337147,30.341216318668305,39.39144834956534
labeled-data,CVR_M33_13juin_analysed,img16624.png,,,42.51738705839947,33.45430724506829,31.54877044161685,23.59261524098852,31.34751142112543,43.61788777988522
labeled-data,CVR_M33_13juin_analysed,img16641.png,,,41.41046244569664,33.85682528605115,31.54877044161685,24.297021812708504,30.94499338014258,43.61788777988522
labeled-data,CVR_M33_13juin_analysed,img16927.png,,,39.59913126127382,32.95115969383974,30.139957298176885,23.59261524098852,30.542475339159733,40.095854921285294
labeled-data,CVR_M33_13juin_analysed,img17533.png,,,43.22179363011946,33.25304822457687,32.05191799284541,23.59261524098852,31.850658972353987,45.227959943816614
labeled-data,CVR_M33_13juin_analysed,img17619.png,,,41.712350976433775,31.743605570891194,32.25317701333684,22.18380209754855,32.05191799284541,41.605297574970976
labeled-data,CVR_M33_13juin_analysed,img17812.png,,,39.69976077151953,29.93227438646838,31.24688191087971,21.378766015582855,31.34751142112543,39.492077859811026
labeled-data,CVR_M33_13juin_analysed,img17965.png,,,45.93879040675368,28.422831732782694,33.86324917726823,16.649179034034386,34.06450819775966,39.894595900793874
labeled-data,CVR_M33_13juin_analysed,img18366.png,27.020442480559808,27.81905467130843,40.10227881250238,27.819054671308425,33.058213095302534,21.982543077057123,,
labeled-data,CVR_M33_13juin_analysed,img18659.png,25.688681426145457,27.38306997064336,41.44349302143884,27.38306997064336,33.504060406487845,20.187959163344022,,
labeled-data,CVR_M33_13juin_analysed,img18689.png,25.688681426145457,25.52226545151422,39.95484940613552,25.52226545151422,32.759738598836186,19.443637355692367,,
labeled-data,CVR_M33_13juin_analysed,img18990.png,26.060842329971287,25.274158182297,40.575117579178574,25.398211816905608,32.8837922334448,18.82336918264932,,
labeled-data,CVR_M33_13juin_analysed,img19166.png,,,47.149960213434866,29.616035393598324,33.38000677187924,16.83851102891157,33.504060406487845,42.76572066211091
labeled-data,CVR_M33_13juin_analysed,img19187.png,19.485999695715,31.352786278118856,48.390496559520955,30.73251810507581,34.12432857953089,15.722028317434088,34.620543117965326,45.122739719674485
labeled-data,CVR_M34_12juin_analysed,img00273.png,,,54.531012789281455,38.98079885376611,34.82837670438468,20.066268212265218,,
labeled-data,CVR_M34_12juin_analysed,img00405.png,,,52.82345099525707,38.19269341037024,,,,
labeled-data,CVR_M34_12juin_analysed,img00470.png,,,52.95480190248971,37.66728978143966,34.69702579715204,18.358706418240832,,
labeled-data,CVR_M34_12juin_analysed,img00892.png,,,53.217503716955,35.69702617294998,36.01053486947849,17.83330278931025,,
labeled-data,CVR_M34_12juin_analysed,img00915.png,,,50.19643285060416,35.95972798741528,34.56567488991939,19.93491730503257,,
labeled-data,CVR_M34_12juin_analysed,img01121.png,,,44.54834383960042,35.69702617294998,35.353780333315264,25.05760268710573,,
labeled-data,CVR_M34_12juin_analysed,img01234.png,,,44.022940210669844,35.69702617294998,35.87918396224583,27.290568110060697,,
labeled-data,CVR_M34_12juin_analysed,img01275.png,,,43.3661856745066,35.95972798741528,35.74783305501319,28.34137536792186,,
labeled-data,CVR_M34_12juin_analysed,img01445.png,,,43.10348386004132,36.222429801880565,34.959727611617325,27.81597173899128,,
labeled-data,CVR_M34_12juin_analysed,img04702.png,27.866778621054486,37.01053524527644,49.145625592743,37.79864068867231,38.50620210689875,27.81597173899128,38.50620210689875,48.175362360051274
labeled-data,CVR_M34_12juin_analysed,img05220.png,27.210024084891266,35.434324358484695,46.255905633624806,35.82837708018263,36.53593849840907,27.81597173899128,,
labeled-data,CVR_M34_12juin_analysed,img05619.png,,,48.488871056579775,38.32404431760288,36.53593849840907,25.714357223268955,35.61648214778055,52.509942423994545
labeled-data,CVR_M34_12juin_analysed,img05864.png,21.430584166654874,33.464060875261005,45.073747468531,33.858113596958944,33.25216581759294,22.43058466771882,33.120814910360295,47.25590613468874
labeled-data,CVR_M34_12juin_analysed,img05991.png,23.794900496842487,34.51486813312217,46.38725654085745,34.77756994758746,34.82837670438468,24.663550090673784,34.56567488991939,48.70076611424784
labeled-data,CVR_M34_12juin_analysed,img05992.png,23.26949686791191,35.04027176205275,46.649958355322745,35.302973576518035,34.43432398268675,24.400848276208492,34.82837670438468,48.17536248531726
labeled-data,CVR_M34_12juin_analysed,img06062.png,22.48139142451604,34.38351722588952,45.73050200469423,34.9089208548201,33.77756944652352,23.74409374004527,33.64621853929088,48.3067133925499
labeled-data,CVR_M34_12juin_analysed,img06238.png,27.866778621054486,34.90892072955411,46.5186074480901,35.1716225440194,36.798640312874355,26.239760852199538,,
labeled-data,CVR_M34_12juin_analysed,img06376.png,26.02786591979745,36.09107889464792,46.38725654085744,36.09107889464792,36.27323668394377,26.896515388362765,,
labeled-data,CVR_M34_12juin_analysed,img07401.png,26.02786591979745,36.35378070911321,43.49753658173925,36.35378070911321,34.828376704384674,28.866778996852442,,
labeled-data,CVR_M34_12juin_analysed,img07530.png,,,48.09481833488183,39.374851700730034,37.455394849037575,28.210024460689215,37.19269303457229,50.671029597471524
labeled-data,CVR_M34_12juin_analysed,img07785.png,26.290567734262737,37.01053524527644,44.67969474683306,37.01053524527644,36.01053486947848,28.210024460689215,,
labeled-data,CVR_M34_12juin_analysed,img07905.png,,,42.4467293238781,38.45539522483553,34.82837670438468,29.9175862547136,,
labeled-data,CVR_M34_12juin_analysed,img08045.png,26.815971363193327,36.87918433804379,44.94239656129836,36.87918433804379,36.27323668394378,28.472726275154507,,
labeled-data,CVR_M34_12juin_analysed,img08271.png,,,47.438063798718616,37.79864068867231,36.40458759117642,27.55326992452599,36.40458759117642,48.96346780344714
labeled-data,CVR_M34_12juin_analysed,img08653.png,26.684620455960683,35.040271636786755,45.20509837576365,35.1716225440194,36.141885776711135,27.159217202828053,,
labeled-data,CVR_M34_12juin_analysed,img08989.png,,,55.58182004714261,39.37485157546405,43.36618567450662,24.400848150942508,42.97213295280868,54.874258628916174
labeled-data,CVR_M34_12juin_analysed,img09065.png,24.057602311307782,34.252166193390885,48.35752014934713,35.040271636786755,36.66728940564171,22.561935449685475,36.40458759117642,47.649958731120684
labeled-data,CVR_M34_12juin_analysed,img09527.png,,,51.20011340867701,38.87495162696929,39.87843169061178,26.3545036093442,40.14482420162507,51.395399644594384
labeled-data,CVR_M34_12juin_analysed,img09588.png,,,50.66732838665041,37.94257783842274,38.94605790206522,27.4200736533974,38.812861646558574,50.46302585604783
labeled-data,CVR_M34_12juin_analysed,img09783.png,,,51.20011340867701,38.34216660494269,38.28007662453197,26.48769986485085,38.94605790206522,51.395399644594384
labeled-data,CVR_M34_12juin_analysed,img10199.png,,,45.60587067739772,38.20897034943604,34.81697398135907,28.219251186437297,35.08336649237238,48.065493256928136
labeled-data,CVR_M34_12juin_analysed,img10562.png,,,51.99929094171691,39.14134413798259,39.47884292409182,26.48769986485085,39.47884292409182,53.12695096618083
labeled-data,CVR_M34_12juin_analysed,img10567.png,,,50.534132131143764,39.14134413798259,38.67966539105193,27.153681142384098,38.94605790206522,52.72736219966088
labeled-data,CVR_M34_12juin_analysed,img12051.png,,,47.73701076550411,37.67618532740944,36.14893653642558,25.0225410542777,35.61615151439898,49.39745581199463
labeled-data,CVR_M34_12juin_analysed,img12183.png,23.761684774307145,36.077830261329645,47.470618254490816,36.61061528335624,35.616151514398986,24.35655977674445,35.48295525889233,49.66384832300793
labeled-data,CVR_M34_12juin_analysed,img13243.png,,,49.33536583158393,37.80938158291609,37.08131032497214,26.3545036093442,36.94811406946548,50.72941836706113
labeled-data,CVR_M34_12juin_analysed,img14541.png,,,50.13454336462382,38.60855911595599,40.01162794611843,28.086054930930647,39.47884292409183,50.06343708952788
labeled-data,CVR_M34_12juin_analysed,img14918.png,29.404938973158014,36.824536789995946,44.14071186682458,36.61061528335624,37.08131032497214,29.418017485997147,,
labeled-data,CVR_M34_12juin_analysed,img15622.png,25.969079885710382,35.58464967211612,47.7048724205098,36.11051562053869,37.625775075743945,26.119062600509928,37.099909127321375,49.43245298057704
labeled-data,CVR_M34_12juin_analysed,img15815.png,26.75787880834423,33.130608579477475,47.44193944629853,33.39354155368876,37.27519777679557,24.01559880681966,37.362842101532664,44.69965944477394
labeled-data,CVR_M34_12juin_analysed,img16457.png,,,47.52958377103562,36.63638156896127,34.908801008894024,23.752665832608383,34.733512359419834,49.95831892899962
labeled-data,CVR_M34_12juin_analysed,img16476.png,21.41157499938148,35.32171669790485,47.70487242050981,35.84758264632741,34.55822370994564,23.927954482082573,34.996445333631115,50.92240650110766
labeled-data,CVR_M34_12juin_analysed,img17016.png,,,47.96780539472109,37.51282481633222,35.96053290573916,25.0673307036648,35.697599931527876,50.48418487742218
labeled-data,CVR_M34_12juin_analysed,img18192.png,,,47.52958377103562,37.775757790543494,37.888708049955234,27.959593419988916,38.239285348903614,48.38072108373193
labeled-data,CVR_M34_12juin_analysed,img18212.png,,,46.740784848401766,37.600469141069304,36.749331828373,28.134882069463107,36.48639885416172,48.38072108373191
labeled-data,CVR_M34_12juin_analysed,img18888.png,,,46.77093327708515,36.58131954195157,36.533239007789106,26.628005669024873,,
labeled-data,CVR_M34_12juin_analysed,img19025.png,30.41906048584842,34.09299107371991,45.2068410970538,34.37737147008923,38.31061648509745,26.699100768117205,,
labeled-data,CVR_M34_12juin_analysed,img19105.png,29.17934294990122,34.68229845423947,45.317930443860945,34.61120335514713,37.71075484098125,26.790742454990436,,
